港澳台频道,#genre#
江苏卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000014861.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000001828.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265030.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_JIANGSU-HD-265-8M.m3u8$tptv
东方卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000003639.m3u8%3Fcdn%3Dwasusyt$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000014098.m3u8%3Fcdn%3Dbestzb$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265018.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_DONGFANG-HD-265-8M.m3u8$tptv
北京卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000020451.m3u8%3Fcdn%3Dwasusyt$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265027.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_BEIJING-HD-265-8M.m3u8$tptv
深圳卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000007410.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000002116.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265028.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SHENZHEN-HD-265-8M.m3u8$tptv
广东卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000014176.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000031076.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265034.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_GUANGDONG-HD-265-8M.m3u8$tptv
山东卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000016568.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000004134.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265019.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SHANDONG-HD-265-8M.m3u8$tptv
天津卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000006827.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000009186.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265026.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_TIANJIN-HD-265-8M.m3u8$tptv
东南卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000010584.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265033.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FH265-5500k-1080P-dongnanstv.m3u8$tptv
湖北卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000024621.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000015436.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265023.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_HUBEI-HD-265-8M.m3u8$tptv
安徽卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000030159.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000009954.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265025.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_ANHUI-HD-265-8M.m3u8$tptv
重庆卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000001096.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265017.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_CHONGQING-CQ.m3u8$tptv
黑龙江卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000001925.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000001000016510.m3u8%3Fcdn%3Dwasusyt$itv-50-FPS#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265029.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_HEILONGJIANG-HD-265-8M.m3u8$tptv
辽宁卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000011671.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265022.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_LIAONING-HD-265-8M.m3u8$tptv
江西卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000006000268001.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265032.m3u8%3Fcdn%3Dystenlive$itv-HEVC#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_JIANGXI-CQ.m3u8$tptv
河北卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000006000040016.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_HEBEI-CQ.m3u8$tptv
河南卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031119.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_HENAN-CQ.m3u8$tptv
四川卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000006119.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SICHUAN-CQ.m3u8$tptv
广西卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031118.m3u8%3Fcdn%3Dbestzb$itv
云南卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031120.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_YUNNAN-HQ.m3u8$tptv
贵州卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000025843.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_GUIZHOU-CQ.m3u8$tptv
吉林卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031117.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_JILIN-CQ.m3u8$tptv
海南卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000006211.m3u8%3Fcdn%3Dbestzb$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FHD-8000k-1080P-lvyoustv.m3u8$tptv
甘肃卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031121.m3u8%3Fcdn%3Dbestzb$itv
青海卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000002000013359.m3u8%3Fcdn%3Dystenlive$itv
三沙卫视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SANSHA-HQ.m3u8$tptv

地方频道,#genre#
北京纪实科教,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000001910.m3u8%3Fcdn%3Dystenlive$itv#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FHD-8000k-1080P-beijingjishi.m3u8$tptv
北京纪实科教-HEVC,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265020.m3u8%3Fcdn%3Dystenlive$itv-HEVC
北京卡酷少儿,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F7851974109718180595.m3u8%3Fcdn%3Dbestzb$itv
湖南金鹰纪实,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031203.m3u8%3Fcdn%3Dbestzb$itv
湖南快乐垂钓,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031206.m3u8%3Fcdn%3Dbestzb$itv
湖南茶频道,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031209.m3u8%3Fcdn%3Dbestzb$itv
上海-ICS-外语,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000010000030951.m3u8%3Fcdn%3Dbestzb$itv-ICS-外语
上海第一财经,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000010000027146.m3u8%3Fcdn%3Dbestzb$itv
上海东方财经,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000007000010003.m3u8%3Fcdn%3Dbestzb$itv
上海东方影视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000010000032212.m3u8%3Fcdn%3Dbestzb$itv
上海都市,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000010000018926.m3u8%3Fcdn%3Dbestzb$itv
上海法治天地,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F2000000002000000014.m3u8%3Fcdn%3Dhnbblive$itv
上海哈哈炫动,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031123.m3u8%3Fcdn%3Dbestzb$itv
上海纪实人文-50-FPS,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000004000010282.m3u8%3Fcdn%3Dbestzb$itv-50-FPS
上海纪实人文-HEVC,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000265021.m3u8%3Fcdn%3Dystenlive$itv-HEVC
上海五星体育,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000010000017540.m3u8%3Fcdn%3Dbestzb$itv
上海新闻综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031110.m3u8%3Fcdn%3Dbestzb$itv
上海纪实人文,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FH265-5500k-1080P-shanghaijishi.m3u8$tptv
南京新闻综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJXW.m3u8$tptv
南京影视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJYS.m3u8$tptv
南京少儿,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJSE.m3u8$tptv
南京生活,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJSH.m3u8$tptv
南京信息,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJXX.m3u8$tptv
南京娱乐,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJYL.m3u8$tptv
南京教科,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJJK.m3u8$tptv
南京十八,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NJSB.m3u8$tptv
徐州新闻综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzxwzh.m3u8$tptv
徐州经济生活,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzjjsh.m3u8$tptv
徐州文艺影视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzwyys.m3u8$tptv
徐州公共,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzgg.m3u8$tptv
徐州新沂3套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_XZXYTV-3.m3u8$tptv
徐州沛县新闻综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzpxxwzh.m3u8$tptv
徐州沛县综艺,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzpxzy.m3u8$tptv
徐州沛县生活,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzpxsh.m3u8$tptv
常州新闻,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsczxinwen.m3u8$tptv
常州都市,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsczdushi.m3u8$tptv
常州生活,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsczshenghuo.m3u8$tptv
常州公共,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsczgonggong.m3u8$tptv
睢宁综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzsnzh.m3u8$tptv
睢宁资讯,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzsnzx.m3u8$tptv
睢宁三农,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fxzsnsn.m3u8$tptv
南通一套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsntyitao.m3u8$tptv
南通二套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsntertao.m3u8$tptv
伊春公共,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fjsntsantao.m3u8$tptv
镇江一套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_ZHENJIANGTV-1.m3u8$tptv
镇江二套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_ZHENJIANGTV-2.m3u8$tptv
镇江三套,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_ZHENJIANGTV-3.m3u8$tptv
宿迁综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SQZH.m3u8$tptv
宿迁公共,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SQGG.m3u8$tptv
邳州综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fpzzonghe.m3u8$tptv
邳州综艺,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2Fpzzongyi.m3u8$tptv
赣榆新闻综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FHD-2500k-1080P-ganyutv.m3u8$tptv
江苏仪化电视,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FHD-4000k-1080P-jsyihua.m3u8$tptv

数字频道,#genre#
CGTN,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtnen.m3u8$ysptp-高码#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F7745129417417101820.m3u8%3Fcdn%3Dhnbblive$itv
CGTN纪录,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtndoc.m3u8$ysptp-高码#http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F7114647837765104058.m3u8%3Fcdn%3Dhnbblive$itv
CGTN阿语,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtnar.m3u8$ysptp-高码
CGTN法语,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtnfr.m3u8$ysptp-高码
CGTN俄语,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtnru.m3u8$ysptp-高码
CGTN西语,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fysptp%2Fcgtnsp.m3u8$ysptp-高码
世界地理,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_SHIJIEDL-CQ.m3u8$tptv
风云剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_FENGYUNJC-CQ.m3u8$tptv
风云足球,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_FENGSHANGZQ-CQ.m3u8$tptv
风云音乐,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_FENGYUNYY-CQ.m3u8$tptv
兵器科技,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_BINGQIKJ-CQ.m3u8$tptv
央视台球,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_TAIQIU-CQ.m3u8$tptv
高尔夫网球,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_CCTV-GOLF-CQ.m3u8$tptv
女性时尚,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_NVXINGSS-CQ.m3u8$tptv
电视指南,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_DIANSHIZN-CQ.m3u8$tptv
第一剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_DIYIJC-CQ.m3u8$tptv
怀旧剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_HUAIJIUJC-CQ.m3u8$tptv
央视文化精品,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_CCTV-WENHUA-CQ.m3u8$tptv
中国教育电视台-1,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000002000002652.m3u8%3Fcdn%3Dbestzb$itv
中国教育电视台-4,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F5000000011000031126.m3u8%3Fcdn%3Dbestzb$itv
CETV早期教育,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FG_CETV-ZQJY-CQ.m3u8$tptv
睛彩篮球,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Ftptv%2FHD-8000k-1080P-miguaoyun1.m3u8$tptv
求索动物,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000002000010046.m3u8%3Fcdn%3Dwasusyt$itv
求索纪录,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000002000032052.m3u8%3Fcdn%3Dwasusyt$itv
求索科学,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000002000032344.m3u8%3Fcdn%3Dwasusyt$itv
求索生活,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F6000000002000003382.m3u8%3Fcdn%3Dwasusyt$itv
NewTV-精品综合,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000019008.m3u8%3Fcdn%3Dystenlive$itv
NewTV-精品大剧,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000013968.m3u8%3Fcdn%3Dystenlive$itv
NewTV-精品纪录,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000013730.m3u8%3Fcdn%3Dystenlive$itv
NewTV-精品体育,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000014634.m3u8%3Fcdn%3Dystenlive$itv
NewTV-精品萌宠,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000006000032328.m3u8%3Fcdn%3Dystenlive$itv
NewTV-爱情喜剧,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F2000000003000000010.m3u8%3Fcdn%3Dhnbblive$itv
NewTV-超级电视剧,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000006000268003.m3u8%3Fcdn%3Dystenlive$itv
NewTV-超级电影,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000003000012426.m3u8%3Fcdn%3Dystenlive$itv
NewTV-超级体育,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000001000009601.m3u8%3Fcdn%3Dystenlive$itv
NewTV-超级综艺,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000006000268002.m3u8%3Fcdn%3Dystenlive$itv
NewTV-潮妈辣婆,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F2000000003000000018.m3u8%3Fcdn%3Dhnbblive$itv
NewTV-东北热剧,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000266013.m3u8%3Fcdn%3Dystenlive$itv
NewTV-动作电影,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000018653.m3u8%3Fcdn%3Dystenlive$itv
NewTV-古装剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F2000000003000000024.m3u8%3Fcdn%3Dhnbblive$itv
NewTV-欢乐剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000005000266012.m3u8%3Fcdn%3Dystenlive$itv
NewTV-家庭剧场,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000008284.m3u8%3Fcdn%3Dystenlive$itv
NewTV-金牌综艺,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000026167.m3u8%3Fcdn%3Dystenlive$itv
NewTV-惊悚悬疑,http://js.missyao.com:35456/jump?url=http%3A%2F%2F192.168.2.241%3A35455%2Fitv%2F1000000004000024282.m3u8%3Fcdn%3Dystenlive$itv
